PROP_ID,LOC_ID,SITE_ADDR,current_use_code,nearby_count,suggestion_1_code,suggestion_1_confidence,suggestion_1_reason,suggestion_1_description
"96-74","F_762576_2955495","64 ALLSTON ST",199,141,102,0.624,"87/141 nearby properties (62.4%); Code: Condominium","Condominium"
"96-75","F_762328_2955688","244 BROOKLINE ST",199,198,102,0.665,"131/198 nearby properties (66.5%); Code: Condominium","Condominium"
"96-77","F_762366_2955665","98 ALLSTON ST",199,174,102,0.671,"116/174 nearby properties (67.1%); Code: Condominium","Condominium"
"96-84","F_762220_2955107","55 CHESTNUT ST",199,260,102,0.722,"187/260 nearby properties (72.2%); Code: Condominium","Condominium"
"96-88","F_762678_2955576","59 ALLSTON ST",199,132,102,0.718,"94/132 nearby properties (71.8%); Code: Condominium","Condominium"
"96-89","F_762645_2955602","63 ALLSTON ST",199,139,102,0.698,"97/139 nearby properties (69.8%); Code: Condominium","Condominium"
"96-92","F_762585_2955649","73 ALLSTON ST",199,149,102,0.659,"98/149 nearby properties (65.9%); Code: Condominium","Condominium"
"96-96","F_762469_2955743","95 ALLSTON ST",199,178,102,0.658,"117/178 nearby properties (65.8%); Code: Condominium","Condominium"
"96-100","F_762424_2955616","88 ALLSTON ST",199,158,102,0.595,"94/158 nearby properties (59.5%); Code: Condominium","Condominium"
"96-111","F_762414_2955426","20 PETERS ST",199,178,102,0.612,"108/178 nearby properties (61.2%); Code: Condominium","Condominium"
"96-112","F_762442_2955463","18 PETERS ST",199,167,102,0.594,"99/167 nearby properties (59.4%); Code: Condominium","Condominium"
"96-113","F_762303_2955495","19 PETERS ST",199,211,102,0.644,"135/211 nearby properties (64.4%); Code: Condominium","Condominium"
"96-114","F_762326_2955525","17 PETERS ST",199,210,102,0.648,"136/210 nearby properties (64.8%); Code: Condominium","Condominium"
"96-122","F_762256_2955578","260 BROOKLINE ST",199,206,102,0.633,"130/206 nearby properties (63.3%); Code: Condominium","Condominium"
"96-126","F_762845_2955872","80 ERIE ST",031,98,102,0.566,"55/98 nearby properties (56.6%); Code: Condominium","Condominium"
"96-127","F_762719_2955973","100 ERIE ST",199,119,102,0.420,"49/119 nearby properties (42.0%); Code: Condominium","Condominium"
"96-129","F_762007_2955250","300 BROOKLINE ST",199,151,102,0.496,"74/151 nearby properties (49.6%); Code: Condominium","Condominium"
"96-134","F_762353_2955227","593 PUTNAM AVE",199,265,102,0.732,"194/265 nearby properties (73.2%); Code: Condominium","Condominium"
"97-12","F_761647_2955513","125-127 CHESTNUT ST",199,184,102,0.637,"117/184 nearby properties (63.7%); Code: Condominium","Condominium"
"97-13","F_761603_2955547","133-135 CHESTNUT ST",199,197,102,0.637,"125/197 nearby properties (63.7%); Code: Condominium","Condominium"
"97-23","F_761814_2955873","256 PEARL ST",199,183,102,0.616,"112/183 nearby properties (61.6%); Code: Condominium","Condominium"
"97-25","F_761845_2955913","252 PEARL ST",199,178,102,0.580,"103/178 nearby properties (58.0%); Code: Condominium","Condominium"
"97-26","F_761876_2955953","244-246 PEARL ST",199,170,102,0.553,"93/170 nearby properties (55.3%); Code: Condominium","Condominium"
"97-27","F_761915_2956002","238 PEARL ST",199,183,102,0.571,"104/183 nearby properties (57.1%); Code: Condominium","Condominium"
"97-31","F_762079_2955829","146 ALLSTON ST",199,222,102,0.639,"141/222 nearby properties (63.9%); Code: Condominium","Condominium"
"97-34","F_762100_2955582","267 BROOKLINE ST",013,203,102,0.619,"125/203 nearby properties (61.9%); Code: Condominium","Condominium"
"97-44","F_762057_2956209","216 PEARL ST",199,140,102,0.466,"65/140 nearby properties (46.6%); Code: Condominium","Condominium"
"97-52","F_762318_2955988","122 HAMILTON ST",199,192,102,0.583,"112/192 nearby properties (58.3%); Code: Condominium","Condominium"
"97-67","F_762214_2956380","196-198 PEARL ST",199,240,102,0.573,"137/240 nearby properties (57.3%); Code: Condominium","Condominium"
"97-73","F_762514_2956126","201 BROOKLINE ST",199,173,102,0.463,"80/173 nearby properties (46.3%); Code: Condominium","Condominium"
"97-75","F_762436_2956072","117 HAMILTON ST",199,168,102,0.524,"88/168 nearby properties (52.4%); Code: Condominium","Condominium"
"97-81","F_762156_2956267","159 HAMILTON ST",199,204,102,0.615,"125/204 nearby properties (61.5%); Code: Condominium","Condominium"
"97-82","F_761965_2955522","539 PUTNAM AVE",199,195,102,0.692,"135/195 nearby properties (69.2%); Code: Condominium","Condominium"
"97-83","F_761999_2955495","543 PUTNAM AVE",199,209,102,0.676,"141/209 nearby properties (67.6%); Code: Condominium","Condominium"
"97-84","F_762034_2955467","281-283 BROOKLINE ST",199,201,102,0.651,"130/201 nearby properties (65.1%); Code: Condominium","Condominium"
"97-87","F_762273_2956333","170 ERIE ST",199,233,102,0.603,"140/233 nearby properties (60.3%); Code: Condominium","Condominium"
"97-93","F_761676_2955702","266-276 PEARL ST",199,220,102,0.658,"144/220 nearby properties (65.8%); Code: Condominium","Condominium"
"97-112","F_762151_2955647","261 BROOKLINE ST",199,204,102,0.655,"133/204 nearby properties (65.5%); Code: Condominium","Condominium"
"97-115","F_762221_2956224","149 HAMILTON ST",199,203,102,0.624,"126/203 nearby properties (62.4%); Code: Condominium","Condominium"
"97-119","F_762252_2955997","128 HAMILTON ST",199,149,102,0.562,"83/149 nearby properties (56.2%); Code: Condominium","Condominium"
"97-121","F_761825_2955649","515 PUTNAM AVE",199,172,102,0.653,"112/172 nearby properties (65.3%); Code: Condominium","Condominium"
"97-128","F_761764_2955574","13 ACORN ST",199,188,102,0.658,"123/188 nearby properties (65.8%); Code: Condominium","Condominium"
"97-129","F_762258_2956205","145 HAMILTON ST",199,215,102,0.598,"128/215 nearby properties (59.8%); Code: Condominium","Condominium"
"97-135","F_761934_2955756","518-520 PUTNAM AVE",199,209,102,0.618,"129/209 nearby properties (61.8%); Code: Condominium","Condominium"
"97-136","F_761960_2955692","524 PUTNAM AVE",199,166,102,0.594,"98/166 nearby properties (59.4%); Code: Condominium","Condominium"
"97-137","F_762035_2955904","156-160 ALLSTON ST",199,185,102,0.623,"115/185 nearby properties (62.3%); Code: Condominium","Condominium"
"98-3","F_761139_2955012","352 PEARL ST",199,118,102,0.556,"65/118 nearby properties (55.6%); Code: Condominium","Condominium"
"98-4","F_761163_2955042","350 PEARL ST",199,120,102,0.545,"65/120 nearby properties (54.5%); Code: Condominium","Condominium"
"98-7","F_761232_2955131","336 PEARL ST",199,145,102,0.533,"77/145 nearby properties (53.3%); Code: Condominium","Condominium"
"98-9","F_761338_2955144","112 HENRY ST",199,148,102,0.528,"78/148 nearby properties (52.8%); Code: Condominium","Condominium"
"98-15","F_761249_2954990","19-25 ROCKINGHAM ST",199,99,102,0.447,"44/99 nearby properties (44.7%); Code: Condominium","Condominium"
"98-25","F_761547_2955414","128 CHESTNUT ST",199,166,102,0.577,"95/166 nearby properties (57.7%); Code: Condominium","Condominium"
"98-35","F_761495_2955200","99 HENRY ST",199,125,102,0.453,"56/125 nearby properties (45.3%); Code: Condominium","Condominium"
"98-40","F_761321_2954873","28 ROCKINGHAM ST",199,73,104,0.397,"28/73 nearby properties (39.7%); Code: Two-Family","Two-Family"
"98-41","F_761348_2954908","24 ROCKINGHAM ST",199,79,102,0.382,"30/79 nearby properties (38.2%); Code: Condominium","Condominium"
"98-58","F_761447_2955408","308 PEARL ST",199,173,102,0.610,"105/173 nearby properties (61.0%); Code: Condominium","Condominium"
"98-68","F_761565_2954971","86 HENRY ST",199,102,102,0.416,"42/102 nearby properties (41.6%); Code: Condominium","Condominium"
"98-77","F_761630_2955350","116 CHESTNUT ST",199,166,102,0.576,"95/166 nearby properties (57.6%); Code: Condominium","Condominium"
"99-5","F_760863_2955334","32 GLENWOOD AVE",199,142,102,0.689,"97/142 nearby properties (68.9%); Code: Condominium","Condominium"
"99-6","F_760903_2955304","28 GLENWOOD AVE",199,152,102,0.695,"105/152 nearby properties (69.5%); Code: Condominium","Condominium"
"99-9","F_760982_2955245","20 GLENWOOD AVE",199,163,102,0.693,"113/163 nearby properties (69.3%); Code: Condominium","Condominium"
"99-10","F_761021_2955216","12-14 GLENWOOD AVE",199,164,102,0.696,"114/164 nearby properties (69.6%); Code: Condominium","Condominium"
"99-16","F_760962_2955134","33-35 GRANITE ST",199,135,102,0.702,"94/135 nearby properties (70.2%); Code: Condominium","Condominium"
"99-18","F_760883_2955195","47 GRANITE ST",199,128,102,0.706,"90/128 nearby properties (70.6%); Code: Condominium","Condominium"
"99-26","F_761126_2955437","20 TUFTS ST",199,209,102,0.691,"144/209 nearby properties (69.1%); Code: Condominium","Condominium"
"99-34","F_761029_2955385","23-95 GLENWOOD AVE",199,191,102,0.689,"131/191 nearby properties (68.9%); Code: Condominium","Condominium"
"99-44","F_761257_2955633","168 CHESTNUT ST",199,202,102,0.680,"137/202 nearby properties (68.0%); Code: Condominium","Condominium"
"99-46","F_761400_2955554","295 PEARL ST",199,210,102,0.659,"138/210 nearby properties (65.9%); Code: Condominium","Condominium"
"99-47","F_761368_2955512","303 PEARL ST",199,207,102,0.648,"134/207 nearby properties (64.8%); Code: Condominium","Condominium"
"99-51","F_761288_2955485","7 TUFTS ST",010,219,102,0.695,"152/219 nearby properties (69.5%); Code: Condominium","Condominium"
"99-53","F_761117_2955618","29 TUFTS ST",199,206,102,0.678,"139/206 nearby properties (67.8%); Code: Condominium","Condominium"
"99-59","F_760723_2955328","184 MAGAZINE ST",199,116,102,0.624,"72/116 nearby properties (62.4%); Code: Condominium","Condominium"
"99-60","F_760771_2955390","182 MAGAZINE ST",199,126,102,0.609,"76/126 nearby properties (60.9%); Code: Condominium","Condominium"
"99-61","F_760795_2955423","180 MAGAZINE ST",199,145,102,0.640,"92/145 nearby properties (64.0%); Code: Condominium","Condominium"
"99-62","F_760827_2955361","36-38 GLENWOOD AVE",199,143,102,0.659,"94/143 nearby properties (65.9%); Code: Condominium","Condominium"
"99-64","F_761059_2955363","19 GLENWOOD AVE",199,187,102,0.677,"126/187 nearby properties (67.7%); Code: Condominium","Condominium"
"99-65","F_761079_2955347","15 GLENWOOD AVE",199,186,102,0.699,"129/186 nearby properties (69.9%); Code: Condominium","Condominium"
"99-70","F_761254_2955514","11 TUFTS ST",199,210,102,0.702,"147/210 nearby properties (70.2%); Code: Condominium","Condominium"
"99-72","F_761215_2955543","17 TUFTS ST",199,203,102,0.702,"142/203 nearby properties (70.2%); Code: Condominium","Condominium"
"99-74","F_761152_2955591","25 TUFTS ST",199,200,102,0.686,"137/200 nearby properties (68.6%); Code: Condominium","Condominium"
"99-75","F_761156_2955253","331 PEARL ST",199,210,102,0.661,"138/210 nearby properties (66.1%); Code: Condominium","Condominium"
"99-76","F_761186_2955292","329 PEARL ST",199,208,102,0.636,"132/208 nearby properties (63.6%); Code: Condominium","Condominium"
"99-77","F_760952_2955567","154-158 MAGAZINE ST",199,199,102,0.617,"122/199 nearby properties (61.7%); Code: Condominium","Condominium"
"100-30","F_760813_2955971","222-224 CHESTNUT ST",199,306,102,0.770,"235/306 nearby properties (77.0%); Code: Condominium","Condominium"
"100-35","F_760662_2955949","13-17 FLORENCE ST",199,247,102,0.764,"188/247 nearby properties (76.4%); Code: Condominium","Condominium"
"100-36","F_760616_2955986","19 FLORENCE ST",199,241,102,0.772,"186/241 nearby properties (77.2%); Code: Condominium","Condominium"
"100-39","F_760728_2955895","9 FLORENCE ST",199,277,102,0.775,"214/277 nearby properties (77.5%); Code: Condominium","Condominium"
"100-40","F_760761_2955869","7 FLORENCE ST",199,161,102,0.592,"95/161 nearby properties (59.2%); Code: Condominium","Condominium"
"100-42","F_760822_2955819","3 FLORENCE ST",199,173,102,0.601,"104/173 nearby properties (60.1%); Code: Condominium","Condominium"
"100-45","F_760897_2955759","151 MAGAZINE ST",199,166,102,0.607,"100/166 nearby properties (60.7%); Code: Condominium","Condominium"
"100-51","F_760691_2956071","238 CHESTNUT ST",199,276,102,0.782,"215/276 nearby properties (78.2%); Code: Condominium","Condominium"
"100-52","F_760735_2956035","230-234 CHESTNUT ST",199,279,102,0.773,"215/279 nearby properties (77.3%); Code: Condominium","Condominium"
"100-75","F_760618_2956155","248-250 CHESTNUT ST",199,236,102,0.812,"191/236 nearby properties (81.2%); Code: Condominium","Condominium"
"100-90","F_760916_2955791","149 MAGAZINE ST",199,187,102,0.644,"120/187 nearby properties (64.4%); Code: Condominium","Condominium"
"101-28","F_761026_2956659","130 PLEASANT ST",199,340,102,0.801,"272/340 nearby properties (80.1%); Code: Condominium","Condominium"
"101-39","F_761141_2956513","13-15 KENWOOD ST",199,354,102,0.842,"298/354 nearby properties (84.2%); Code: Condominium","Condominium"
"101-43","F_761019_2956432","408-410 PUTNAM AVE",199,334,102,0.798,"266/334 nearby properties (79.8%); Code: Condominium","Condominium"
"101-53","F_761282_2956297","125 MAGAZINE ST",199,242,102,0.675,"163/242 nearby properties (67.5%); Code: Condominium","Condominium"
"101-56","F_761138_2956760","120 PLEASANT ST",199,273,102,0.681,"185/273 nearby properties (68.1%); Code: Condominium","Condominium"
"101-57","F_761159_2956797","118 PLEASANT ST",199,266,102,0.676,"179/266 nearby properties (67.6%); Code: Condominium","Condominium"
"101-59","F_761213_2956816","70 PRINCE ST",199,245,102,0.673,"164/245 nearby properties (67.3%); Code: Condominium","Condominium"
"101-64","F_761337_2956699","46 PRINCE ST",199,254,102,0.727,"184/254 nearby properties (72.7%); Code: Condominium","Condominium"
"101-65","F_761377_2956667","38 PRINCE ST",199,249,102,0.718,"178/249 nearby properties (71.8%); Code: Condominium","Condominium"
"101-68","F_761437_2956619","18-30 PRINCE ST",199,250,102,0.707,"176/250 nearby properties (70.7%); Code: Condominium","Condominium"
"101-83","F_761253_2956900","73-75 PRINCE ST",199,266,102,0.646,"171/266 nearby properties (64.6%); Code: Condominium","Condominium"
"101-85","F_761293_2956985","104 PLEASANT ST",199,217,102,0.591,"128/217 nearby properties (59.1%); Code: Condominium","Condominium"
"101-91","F_761432_2956915","24 FAIRMONT ST",199,229,102,0.670,"153/229 nearby properties (67.0%); Code: Condominium","Condominium"
"101-96","F_761522_2956843","14 FAIRMONT ST",199,222,102,0.730,"162/222 nearby properties (73.0%); Code: Condominium","Condominium"
"101-97","F_761556_2956817","10-12 FAIRMONT ST",199,214,102,0.691,"147/214 nearby properties (69.1%); Code: Condominium","Condominium"
"101-103","F_761486_2956746","27 PRINCE ST",199,218,102,0.706,"153/218 nearby properties (70.6%); Code: Condominium","Condominium"
"101-104","F_761443_2956780","41 PRINCE ST",199,231,102,0.703,"162/231 nearby properties (70.3%); Code: Condominium","Condominium"
"101-105","F_761404_2956811","45-47 PRINCE ST",199,239,102,0.709,"169/239 nearby properties (70.9%); Code: Condominium","Condominium"
"101-106","F_761367_2956840","55 PRINCE ST",199,237,102,0.682,"161/237 nearby properties (68.2%); Code: Condominium","Condominium"
"101-108","F_761326_2956873","61-63-65 PRINCE ST",199,260,102,0.668,"173/260 nearby properties (66.8%); Code: Condominium","Condominium"
"101-114","F_761310_2956570","20-22 KENWOOD ST",199,228,102,0.718,"163/228 nearby properties (71.8%); Code: Condominium","Condominium"
"101-116","F_761366_2956557","277 ALLSTON ST",199,251,102,0.764,"191/251 nearby properties (76.4%); Code: Condominium","Condominium"
"101-117","F_761263_2956495","14 KENWOOD ST",199,243,102,0.752,"182/243 nearby properties (75.2%); Code: Condominium","Condominium"
"101-119","F_761499_2956568","12 PRINCE ST",199,224,102,0.715,"160/224 nearby properties (71.5%); Code: Condominium","Condominium"
"101-120","F_761544_2956533","105 MAGAZINE ST",013,210,102,0.691,"145/210 nearby properties (69.1%); Code: Condominium","Condominium"
"101-122","F_761398_2956534","269 ALLSTON ST",199,244,102,0.749,"182/244 nearby properties (74.9%); Code: Condominium","Condominium"
"101-124","F_761464_2956462","111 MAGAZINE ST",199,207,102,0.680,"140/207 nearby properties (68.0%); Code: Condominium","Condominium"
"101-127","F_761090_2956621","304 ALLSTON ST",199,373,102,0.827,"308/373 nearby properties (82.7%); Code: Condominium","Condominium"
"101-128","F_761050_2956571","1 STINSON CT",199,323,102,0.808,"261/323 nearby properties (80.8%); Code: Condominium","Condominium"
"101-141","F_760757_2956193","27 WHITNEY AVE",199,284,102,0.800,"227/284 nearby properties (80.0%); Code: Condominium","Condominium"
"101-143","F_760829_2956151","28 WHITNEY AVE",199,296,102,0.790,"233/296 nearby properties (79.0%); Code: Condominium","Condominium"
"101-147","F_760962_2956317","411 PUTNAM AVE",199,307,102,0.814,"249/307 nearby properties (81.4%); Code: Condominium","Condominium"
"101-148","F_760997_2956274","415 PUTNAM AVE",199,328,102,0.819,"268/328 nearby properties (81.9%); Code: Condominium","Condominium"
"101-149","F_761037_2956238","421 PUTNAM AVE",199,324,102,0.807,"261/324 nearby properties (80.7%); Code: Condominium","Condominium"
"101-153","F_760945_2956225","18 WHITNEY AVE",199,348,102,0.800,"278/348 nearby properties (80.0%); Code: Condominium","Condominium"
"101-158","F_761100_2956156","431 PUTNAM AVE",199,218,102,0.645,"140/218 nearby properties (64.5%); Code: Condominium","Condominium"
"101-159","F_761137_2956075","131 MAGAZINE ST",199,173,102,0.642,"111/173 nearby properties (64.2%); Code: Condominium","Condominium"
"101-161","F_761237_2956778","62 PRINCE ST",199,276,102,0.685,"189/276 nearby properties (68.5%); Code: Condominium","Condominium"
"101-166","F_760831_2956306","11 WHITNEY AVE",199,289,102,0.814,"235/289 nearby properties (81.4%); Code: Condominium","Condominium"
"101-175","F_761042_2955943","139 MAGAZINE ST",199,199,102,0.728,"144/199 nearby properties (72.8%); Code: Condominium","Condominium"
"101-181","F_761267_2956420","6-8 MAGAZINE CT",199,262,102,0.750,"196/262 nearby properties (75.0%); Code: Condominium","Condominium"
"101-193","F_761405_2956389","115-117 MAGAZINE ST",199,231,102,0.713,"164/231 nearby properties (71.3%); Code: Condominium","Condominium"
"101-196","F_761092_2956540","6 STINSON CT",199,352,102,0.829,"291/352 nearby properties (82.9%); Code: Condominium","Condominium"
"101-198","F_761595_2956633","99 MAGAZINE ST",199,195,102,0.656,"128/195 nearby properties (65.6%); Code: Condominium","Condominium"
"101-201","F_760710_2956231","247 CHESTNUT ST",199,260,102,0.824,"214/260 nearby properties (82.4%); Code: Condominium","Condominium"
"101-205","F_761293_2956945","106 PLEASANT ST",199,226,102,0.609,"137/226 nearby properties (60.9%); Code: Condominium","Condominium"
"101-206","F_761275_2956928","108 PLEASANT ST",199,238,102,0.606,"144/238 nearby properties (60.6%); Code: Condominium","Condominium"
"101-210","F_760965_2956569","138-142 PLEASANT ST",199,358,102,0.771,"275/358 nearby properties (77.1%); Code: Condominium","Condominium"
"101-208","F_761070_2956179","427-429 PUTNAM AVE",199,205,102,0.636,"130/205 nearby properties (63.6%); Code: Condominium","Condominium"
"102-9","F_761262_2955802","179 CHESTNUT ST",199,210,102,0.716,"150/210 nearby properties (71.6%); Code: Condominium","Condominium"
"102-17","F_761584_2955811","273 PEARL ST",013,219,102,0.682,"149/219 nearby properties (68.2%); Code: Condominium","Condominium"
"102-19","F_761511_2955714","281 PEARL ST",199,196,102,0.665,"130/196 nearby properties (66.5%); Code: Condominium","Condominium"
"102-20","F_761484_2955679","287 PEARL ST",199,196,102,0.643,"126/196 nearby properties (64.3%); Code: Condominium","Condominium"
"102-21","F_761452_2955638","289 PEARL ST",199,186,102,0.585,"108/186 nearby properties (58.5%); Code: Condominium","Condominium"
"102-23","F_761451_2956192","124-126 MAGAZINE ST",199,191,102,0.610,"116/191 nearby properties (61.0%); Code: Condominium","Condominium"
"102-44","F_761530_2956048","466-468 PUTNAM AVE",199,179,102,0.610,"109/179 nearby properties (61.0%); Code: Condominium","Condominium"
"102-47","F_761582_2956408","114 MAGAZINE ST",013,213,102,0.681,"145/213 nearby properties (68.1%); Code: Condominium","Condominium"
"102-54","F_761684_2956543","100 MAGAZINE ST",199,180,102,0.642,"115/180 nearby properties (64.2%); Code: Condominium","Condominium"
"102-65","F_761928_2956261","219-221 PEARL ST",199,175,102,0.510,"89/175 nearby properties (51.0%); Code: Condominium","Condominium"
"102-72","F_761613_2956373","239 ALLSTON ST",199,194,102,0.633,"122/194 nearby properties (63.3%); Code: Condominium","Condominium"
"102-73","F_761762_2956596","211-221 HAMILTON ST",199,229,102,0.707,"161/229 nearby properties (70.7%); Code: Condominium","Condominium"
"102-78","F_761872_2956652","220 ERIE ST",199,200,102,0.691,"138/200 nearby properties (69.1%); Code: Condominium","Condominium"
"102-81","F_762005_2956547","202-204 ERIE ST",199,191,102,0.604,"115/191 nearby properties (60.4%); Code: Condominium","Condominium"
"102-85","F_762056_2956409","203 PEARL ST",199,194,102,0.593,"115/194 nearby properties (59.3%); Code: Condominium","Condominium"
"102-86","F_762026_2956370","209 PEARL ST",199,203,102,0.583,"118/203 nearby properties (58.3%); Code: Condominium","Condominium"
"102-88","F_761904_2956499","199 HAMILTON ST",199,200,102,0.640,"128/200 nearby properties (64.0%); Code: Condominium","Condominium"
"102-89","F_761865_2956530","205-207 HAMILTON ST",199,201,102,0.653,"131/201 nearby properties (65.3%); Code: Condominium","Condominium"
"102-101","F_761466_2955806","8 NEWTON ST",199,189,102,0.694,"131/189 nearby properties (69.4%); Code: Condominium","Condominium"
"102-104","F_761533_2955891","2 NEWTON ST",199,183,102,0.665,"121/183 nearby properties (66.5%); Code: Condominium","Condominium"
"102-108","F_761383_2955904","5 NEWTON ST",199,183,102,0.665,"121/183 nearby properties (66.5%); Code: Condominium","Condominium"
"102-110","F_761325_2955841","9 NEWTON ST",199,180,102,0.688,"123/180 nearby properties (68.8%); Code: Condominium","Condominium"
"102-115","F_761382_2956143","128 MAGAZINE ST",199,184,102,0.606,"111/184 nearby properties (60.6%); Code: Condominium","Condominium"
"102-127","F_762083_2956489","196 ERIE ST",199,206,102,0.593,"122/206 nearby properties (59.3%); Code: Condominium","Condominium"
"102-128","F_762098_2956433","201 PEARL ST",199,194,102,0.608,"117/194 nearby properties (60.8%); Code: Condominium","Condominium"
"102-130","F_761568_2956263","234-236 ALLSTON ST",199,177,102,0.614,"108/177 nearby properties (61.4%); Code: Condominium","Condominium"
"102-133","F_761608_2956021","470 PUTNAM AVE",199,186,102,0.586,"109/186 nearby properties (58.6%); Code: Condominium","Condominium"
"102-139","F_761622_2956447","110-112 MAGAZINE ST",199,213,102,0.672,"143/213 nearby properties (67.2%); Code: Condominium","Condominium"
"102-142","F_761976_2956417","185-187 HAMILTON ST",199,188,102,0.612,"115/188 nearby properties (61.2%); Code: Condominium","Condominium"
"103-4","F_762039_2956828","22 CORPORAL MCTERNAN ST",199,166,102,0.678,"112/166 nearby properties (67.8%); Code: Condominium","Condominium"
"103-14","F_762116_2956636","199-205 ERIE ST",199,180,102,0.549,"98/180 nearby properties (54.9%); Code: Condominium","Condominium"
"103-26","F_762328_2956744","169 PEARL ST",199,232,102,0.657,"152/232 nearby properties (65.7%); Code: Condominium","Condominium"
"103-32","F_762398_2957157","12 PERRY ST",199,237,102,0.676,"160/237 nearby properties (67.6%); Code: Condominium","Condominium"
"103-44","F_762355_2957063","21-23 LAWRENCE ST",199,276,102,0.737,"203/276 nearby properties (73.7%); Code: Condominium","Condominium"
"103-50","F_762397_2957389","48 MAGAZINE ST",199,219,102,0.650,"142/219 nearby properties (65.0%); Code: Condominium","Condominium"
"103-55","F_762581_2957374","14 COTTAGE ST",199,249,102,0.667,"166/249 nearby properties (66.7%); Code: Condominium","Condominium"
"103-72","F_762478_2957296","17 PERRY ST",199,276,102,0.717,"197/276 nearby properties (71.7%); Code: Condominium","Condominium"
"103-75","F_762419_2957420","44 MAGAZINE ST",199,224,102,0.659,"147/224 nearby properties (65.9%); Code: Condominium","Condominium"
"103-78","F_762198_2957165","66 MAGAZINE ST",199,247,102,0.754,"186/247 nearby properties (75.4%); Code: Condominium","Condominium"
"103-112","F_762209_2956560","189 PEARL ST",199,204,102,0.572,"116/204 nearby properties (57.2%); Code: Condominium","Condominium"
"103-113","F_762175_2956716","12 CORPORAL MCTERNAN ST",199,250,102,0.591,"147/250 nearby properties (59.1%); Code: Condominium","Condominium"
"103-93","F_762537_2957012","135-139 PEARL ST",199,225,102,0.606,"136/225 nearby properties (60.6%); Code: Condominium","Condominium"
"103-95","F_762490_2956928","145 PEARL ST",199,222,102,0.644,"142/222 nearby properties (64.4%); Code: Condominium","Condominium"
"103-101","F_762276_2957127","31 LAWRENCE ST",199,256,102,0.766,"196/256 nearby properties (76.6%); Code: Condominium","Condominium"
"103-102","F_762315_2957095","27 LAWRENCE ST",199,274,102,0.773,"211/274 nearby properties (77.3%); Code: Condominium","Condominium"
"103-108","F_762509_2957462","20 COTTAGE ST",199,191,102,0.615,"117/191 nearby properties (61.5%); Code: Condominium","Condominium"
"104-16","F_761513_2957019","23 FAIRMONT ST",199,210,102,0.620,"130/210 nearby properties (62.0%); Code: Condominium","Condominium"
"104-30","F_761909_2957138","6 KELLY RD",199,242,102,0.722,"174/242 nearby properties (72.2%); Code: Condominium","Condominium"
"104-31","F_761982_2957112","71 MAGAZINE ST",199,230,102,0.742,"170/230 nearby properties (74.2%); Code: Condominium","Condominium"
"104-34","F_761857_2957051","5 CHALK ST",199,181,102,0.644,"116/181 nearby properties (64.4%); Code: Condominium","Condominium"
"104-38","F_761728_2957154","17 CHALK ST",199,171,102,0.500,"85/171 nearby properties (50.0%); Code: Condominium","Condominium"
"104-42","F_761650_2957216","25 CHALK ST",199,164,102,0.396,"64/164 nearby properties (39.6%); Code: Condominium","Condominium"
"104-59","F_761982_2957389","10-12 UPTON ST",199,219,102,0.665,"145/219 nearby properties (66.5%); Code: Condominium","Condominium"
"104-63","F_762117_2957281","57-59 MAGAZINE ST",199,201,102,0.654,"131/201 nearby properties (65.4%); Code: Condominium","Condominium"
"104-73","F_761913_2957660","52-53 PLEASANT ST",199,231,102,0.633,"146/231 nearby properties (63.3%); Code: Condominium","Condominium"
"104-83","F_762152_2957653","9 PLEASANT PL",199,199,102,0.672,"133/199 nearby properties (67.2%); Code: Condominium","Condominium"
"104-86","F_762040_2957752","3 PLEASANT PL",199,217,102,0.633,"137/217 nearby properties (63.3%); Code: Condominium","Condominium"
"104-94","F_762293_2957625","30 COTTAGE ST",199,207,102,0.670,"138/207 nearby properties (67.0%); Code: Condominium","Condominium"
"104-102","F_762025_2957221","1-3 KELLY RD",199,200,102,0.718,"143/200 nearby properties (71.8%); Code: Condominium","Condominium"
"104-110","F_761937_2957709","2 PLEASANT PL",199,203,102,0.578,"117/203 nearby properties (57.8%); Code: Condominium","Condominium"
"104-126","F_761481_2957059","25 FAIRMONT ST",199,215,102,0.598,"128/215 nearby properties (59.8%); Code: Condominium","Condominium"
"104-131","F_761751_2957266","22-24 KELLY RD",199,217,102,0.613,"133/217 nearby properties (61.3%); Code: Condominium","Condominium"
"104-133","F_762204_2957448","55 MAGAZINE ST",199,221,102,0.536,"118/221 nearby properties (53.6%); Code: Condominium","Condominium"
"104-134","F_762130_2957768","46 COTTAGE ST",199,205,102,0.638,"130/205 nearby properties (63.8%); Code: Condominium","Condominium"
"104-139","F_761388_2957086","98 PLEASANT ST",199,205,102,0.566,"115/205 nearby properties (56.6%); Code: Condominium","Condominium"
"104-140","F_761785_2957512","60-62 PLEASANT ST",199,216,102,0.589,"127/216 nearby properties (58.9%); Code: Condominium","Condominium"
"104-146","F_761790_2957390","25 KELLY RD",199,217,102,0.616,"133/217 nearby properties (61.6%); Code: Condominium","Condominium"
"104-154","F_761615_2957333","72-74 PLEASANT ST",199,164,102,0.393,"64/164 nearby properties (39.3%); Code: Condominium","Condominium"
"105-16","F_762196_2958045","91 RIVER ST",013,177,102,0.555,"98/177 nearby properties (55.5%); Code: Condominium","Condominium"
"105-17","F_762243_2958077","77 RIVER ST",199,168,102,0.507,"85/168 nearby properties (50.7%); Code: Condominium","Condominium"
